Peak_ID,Intensity_171130-18_DN-Sampling-blank08-17-A1,Intensity_171130-19_DN-Sampling-blank08-17-A2,Intensity_171130-20_DN-Sampling-blank08-17-A4,Intensity_171123-16_DN46_Augsburg_UPS,Intensity_171123-17_DN34_Augsburg-Havarie_UPS,Intensity_171123-18_DN31_Amstetten_UPS,Intensity_171123-19_DN28_Brno_UPS,Intensity_171123-20_DN25_Zilina_UPS,Intensity_171123-21_DN22_Krsko_UPS,Intensity_171123-22_DN19_Budapest_UPS,Intensity_171123-23_DN16_Ljubljana_UPS,Intensity_171123-24_DN13_Zagreb_UPS,Intensity_171123-25_DN10_Varazdin_UPS,Intensity_171123-25_DN10_Varaždin_UPS,Intensity_171123-26_DN07_Sabac_UPS,Intensity_171123-27_DN04_Napoca_UPS,Intensity_171123-28_DN01_Bucharest_UPS,Intensity_171123-33_DN48_Augsburg_DS,Intensity_171123-34_DN36_Augsburg-Havarie_DS,Intensity_171123-35_DN33_Amstetten_DS,Intensity_171123-36_DN30_Brno_DS,Intensity_171123-37_DN27_Zilina_DS,Intensity_171123-38_DN24_Krsko_DS,Intensity_171123-39_DN21_Budapest_DS,Intensity_171123-40_DN18_Ljubljana_DS,Intensity_171123-41_DN15_Zagreb_DS,Intensity_171123-42_DN09_Sabac_DS,Intensity_171123-43_DN06_Napoca_DS,Intensity_171123-44_DN03_Bucharest_DS,Intensity_171130-21_DN02_Bucharest_WWTP,Intensity_171130-22_DN05_Napoca_WWTP,Intensity_171130-23_DN08_Sabac_WWTP,Intensity_171130-24_DN11_Varazdin_WWTP,Intensity_171130-25_DN14_Zagreb_WWTP,Intensity_171130-26_DN17_Ljubljana_WWTP,Intensity_171130-27_DN20_Budapest_WWTP,Intensity_171130-28_DN23_Krsko_WWTP,Intensity_171130-29_DN26_Zilina_WWTP,Intensity_171130-30_DN29_Brno_WWTP,Intensity_171130-31_DN32_Amstetten_WWTP,Intensity_171130-32_DN35_Augsburg-Havarie_WWTP,Intensity_171130-33_DN47_Augsburg_WWTP
102.0090@1452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0090@1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0116@0049,0.0,0.0,0.0,1606734.0,2365557.12109375,2052046.44726562,0.0,1515656.18359375,2048071.04296875,1922163.84765625,0.0,1441824.1484375,719034.0,2019874.69140625,1399164.84375,814407.2578125,783360.845703125,1854745.8671875,1663130.50390625,1893338.65625,350035.2578125,1653893.84765625,2198859.34375,1426352.21484375,919993.0,1278102.046875,1692207.0390625,616281.939453125,402163.82421875,0.0,442840.677734375,1549996.05078125,1541420.15625,739494.4375,363994.0,1435514.6953125,380525.0,1179847.0078125,0.0,1413447.71484375,1128474.30664062,1532448.82617188
102.0371@0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275340.0,0.0,0.0,0.0,0.0,0.0,141972.849609375,0.0
102.0464@0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0463@0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0464@0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0463@0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153100.0,0.0,0.0,0.0,0.0
102.0464@0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43892.849609375,0.0,0.0,0.0,0.0,0.0,81068.5166015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308649.706054688,43945.083984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0083,0.0,0.0,2368259.9296875,0.0,3096793.1015625,3526982.65625,0.0,3339511.1328125,3090346.8046875,0.0,2874945.8671875,0.0,2860605.75,2924567.1015625,0.0,0.0,0.0,3121980.6875,1179719.0,2515120.2578125,0.0,1247019.0,3043212.59375,3003360.484375,0.0,0.0,3187438.9296875,3374296.4609375,3425273.828125,0.0,0.0,2689654.8046875,2654457.1015625,0.0,782632.0,0.0,0.0,0.0,0.0,0.0,0.0,2903755.875
102.0549@0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916401.0,0.0,0.0,0.0,0.0,0.0
102.0549@0106,0.0,0.0,0.0,0.0,0.0,0.0,1228686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834550.0,0.0,0.0,0.0,0.0,0.0
102.0549@0390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659640.0,0.0,0.0,0.0,0.0,0.0,330923.0,2850664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0551@0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0548@0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0549@0572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0550@0592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0548@0607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218360.0,0.0,0.0,0.0,0.0,0.0
102.0550@0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0548@0737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0548@0780,0.0,0.0,0.0,0.0,0.0,0.0,197017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0630@0024,1956236.68359375,1862913.9609375,541433.0,2428213.21875,319079.0,2290849.125,2424031.90625,2360441.21875,2083376.39453125,3000398.63671875,2590377.4375,2642410.109375,2650533.81347656,2144897.7578125,1209031.3359375,2241031.68359375,2937442.796875,2094222.46875,1890669.0625,1629902.87890625,2239730.42578125,1923677.4921875,2094883.890625,2189000.078125,2311469.71484375,2074228.89453125,1681120.62890625,1927457.47265625,2455358.23828125,1785569.46875,144140.0,1413211.0625,1539469.25,1635888.07617187,1491643.45703125,1395081.73046875,1827601.09375,1378199.73046875,1336399.03515625,1440172.18359375,1510665.34375,1416238.46484375
102.0630@0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0630@0942,0.0,35355.7099609375,36518.09765625,178940.07421875,184438.0,223394.2890625,359963.0,114918.03808593801,232996.0,255959.0,186702.0,179276.926757813,115780.08496093801,0.0,154207.864257813,242869.0,244540.974609375,57771.5244140625,120461.24511718801,0.0,70614.4794921875,198503.764648438,214788.700195313,177356.041992188,228507.0,0.0,221367.90234375,138521.666015625,142704.489257813,0.0,0.0,23259.900390625,17398.2421875,16238.626953125,13368.2392578125,25616.0146484375,0.0,19233.490234375,44377.2177734375,17714.48046875,0.0,0.0
102.0743@0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0799@0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4071035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0026,28446142.4375,27680758.625,26893587.6875,36564916.1875,6880991.0,37619787.875,36567283.5625,36423971.625,29104705.625,35787959.625,32319485.6875,9244959.0,35375352.5,5970398.0,21966928.875,28929655.75,6458198.0,28142840.28125,31188166.25,21359939.125,4672781.0,29845359.375,29579434.625,5150895.0,28209892.65625,5620524.0,23186371.625,29830369.375,34906062.5,20249645.96875,4315091.0,14968280.90625,16044599.09375,0.0,17952031.75,17526491.21875,0.0,18444660.0625,13375300.390625,14835075.890625,17060676.59375,3586133.0
102.0913@0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131319.0
102.0914@0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3993647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0914@0982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110745.0
102.0913@1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0913@1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0984@0739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512141.0,0.0,0.0,0.0,0.0
102.0994@0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0992@0739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366911.0,0.0,0.0,0.0,0.0
102.0993@1121,302822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1138,372082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0995@1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544851.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1220,1786355.94140625,0.0,0.0,1063879.07421875,1064962.61132813,1007316.98242188,0.0,885913.076171875,0.0,0.0,0.0,719983.865234375,283055.0,966049.787109375,1023482.38671875,843743.52734375,863855.55078125,985698.982421875,963967.345703125,1073086.12304687,857562.76171875,1004352.93554688,975445.4453125,919588.27734375,890947.423828125,863335.80078125,918588.921875,0.0,915535.1640625,1849251.73828125,1764654.79296875,1824997.60546875,497787.0,1763850.53515625,0.0,1867018.25390625,0.0,1796028.57617187,2037221.171875,2028538.83984375,469690.0,0.0
102.0994@1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439442.0,0.0,0.0,0.0,507885.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1274,663010.0,1808071.46875,574645.0,1007067.16796875,1106997.7578125,0.0,1104494.30078125,1120371.93164062,1019666.91210938,935413.46484375,839656.751953125,1050654.578125,1029480.49414063,962012.876953125,1192385.60351562,998281.376953125,1048094.44140625,906448.48046875,775096.685546875,927632.30078125,1033083.15429688,993226.6875,973298.212890625,911448.59765625,971337.28515625,0.0,1089206.68164063,953112.36328125,1091741.15039062,0.0,1907675.73046875,2035679.14453125,2021216.92578125,2024881.46875,1929409.0078125,0.0,867974.0,2292538.140625,1900669.26171875,1809941.47265625,2010655.67578125,1877408.59375
102.0994@1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528175.0,0.0,0.0,0.0,687685.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1322,1728317.44921875,0.0,1961271.52734375,1045193.71289063,1006845.50195313,1030619.38671875,1166354.67578125,1189578.83007813,1025319.37890625,967933.947265625,844886.349609375,0.0,853331.494140625,1073513.48828125,830883.8359375,986401.408203125,917379.60546875,900536.8125,880614.75,0.0,0.0,811371.30859375,921378.876953125,937630.177734375,925005.427734375,0.0,0.0,1083405.8671875,966107.3046875,0.0,2005754.02734375,0.0,1987615.69140625,487051.0,2036688.796875,2114049.02734375,2076560.4296875,1945211.50585937,0.0,584935.0,2167727.890625,680541.0
102.0994@1336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472743.0,0.0,0.0,0.0,0.0,631987.0,0.0,0.0,0.0,0.0,0.0
102.0994@1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492589.0,0.0,0.0,629812.0,0.0,0.0,0.0
102.0994@1372,1856616.640625,1623387.75,2019300.49609375,1007866.45507813,1131766.03710938,1105598.4375,0.0,966615.49609375,0.0,936464.162109375,902211.376953125,1059562.765625,880040.302734375,1131835.18457031,1005163.078125,873269.38671875,1084670.765625,1052113.24609375,872815.893554688,1035389.78125,1125680.62304688,1048367.36328125,1082837.32226562,0.0,887727.38671875,0.0,874274.982421875,978841.955078125,1049133.51757812,2184057.5546875,1970753.73046875,837361.0,2154050.234375,383152.0,745339.0,2031930.28515625,2234267.9453125,2363009.42578125,2149384.5,1970110.92578125,661134.0,2046027.78515625
102.0995@1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1411,2055277.4296875,1802931.46875,1883460.4921875,1005484.41992188,1035512.046875,1119902.97851562,0.0,1191831.58203125,0.0,0.0,984998.4921875,1009515.91210938,1029191.97265625,1018210.79394531,1000826.18164063,909620.0625,1052711.87695313,992624.875,999921.74609375,979151.04296875,966922.3828125,939674.587890625,869688.939453125,1071705.7890625,907290.969726563,963260.47265625,1017932.4609375,0.0,893682.15234375,1861826.3046875,1853520.0078125,2000614.21875,1939017.9140625,482182.0,2013127.390625,2164885.3515625,2073270.9921875,722416.0,2032073.08203125,1070242.0,2043156.56640625,1773076.01953125
102.0994@1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0994@1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
